BHMNCPHST01,1200,779,2016-10-04
BHMNCPHST01,1200,779,2016-10-05
BHMNCPHST01,1200,728,2016-10-06
BHMNCPHST01,1200,683,2016-10-07
BHMNCPHST01,1200,526,2016-10-08
BHMNCPHST01,1200,241,2016-10-09
BHMNCPHST01,1200,726,2016-10-10
BHMNCPHST01,1200,790,2016-10-11
BHMNCPHST01,1200,757,2016-10-12
BHMNCPHST01,1200,764,2016-10-13
BHMNCPHST01,1200,671,2016-10-14
BHMNCPHST01,1200,480,2016-10-15
BHMNCPHST01,1200,305,2016-10-16
BHMNCPHST01,1200,696,2016-10-17
BHMNCPHST01,1200,779,2016-10-18
BHMNCPHST01,1200,794,2016-10-19
BHMNCPHST01,1200,441,2016-10-22
BHMNCPHST01,1200,280,2016-10-23
BHMNCPHST01,1200,703,2016-10-24
BHMNCPHST01,1200,676,2016-10-25
BHMNCPHST01,1200,689,2016-10-26
BHMNCPHST01,1200,682,2016-10-27
BHMNCPHST01,1200,634,2016-10-28
BHMNCPHST01,1200,495,2016-10-29
BHMNCPHST01,1200,271,2016-10-30
BHMNCPHST01,1200,757,2016-10-31
BHMNCPHST01,1200,781,2016-11-01
BHMNCPHST01,1200,794,2016-11-02
BHMNCPHST01,1200,750,2016-11-03
BHMNCPHST01,1200,686,2016-11-04
BHMNCPHST01,1200,470,2016-11-05
BHMNCPHST01,1200,296,2016-11-06
BHMNCPHST01,1200,775,2016-11-07
BHMNCPHST01,1200,818,2016-11-08
BHMNCPHST01,1200,771,2016-11-09
BHMNCPHST01,1200,790,2016-11-10
BHMNCPHST01,1200,739,2016-11-11
BHMNCPHST01,1200,536,2016-11-12
BHMNCPHST01,1200,346,2016-11-13
BHMNCPHST01,1200,771,2016-11-14
BHMNCPHST01,1200,843,2016-11-15
BHMNCPHST01,1200,845,2016-11-16
BHMNCPHST01,1200,816,2016-11-17
BHMNCPHST01,1200,757,2016-11-18
BHMNCPHST01,1200,613,2016-11-19
BHMNCPHST01,1200,438,2016-11-20
BHMNCPHST01,1200,793,2016-11-21
BHMNCPHST01,1200,823,2016-11-22
BHMNCPHST01,1200,850,2016-11-23
BHMNCPHST01,1200,827,2016-11-24
BHMNCPHST01,1200,954,2016-11-25
BHMNCPHST01,1200,870,2016-11-26
BHMNCPHST01,1200,694,2016-11-27
BHMNCPHST01,1200,920,2016-11-28
BHMNCPHST01,1200,898,2016-11-29
BHMNCPHST01,1200,896,2016-11-30
BHMNCPHST01,1200,885,2016-12-01
BHMNCPHST01,1200,759,2016-12-02
BHMNCPHST01,1200,883,2016-12-05
BHMNCPHST01,1200,838,2016-12-06
BHMNCPHST01,1200,860,2016-12-07
BHMNCPHST01,1200,864,2016-12-08
BHMNCPHST01,1200,789,2016-12-09
BHMNCPHST01,1200,668,2016-12-10
BHMNCPHST01,1200,675,2016-12-11
BHMNCPHST01,1200,860,2016-12-12
BHMNCPHST01,1200,890,2016-12-13
BHMNCPHST01,1200,861,2016-12-14
BHMNCPHST01,1200,846,2016-12-15
BHMNCPHST01,1200,776,2016-12-16
BHMNCPHST01,1200,680,2016-12-17
BHMNCPHST01,1200,596,2016-12-18
BHMNCPHST01,1200,892,2016-12-19
