Bull Ring,3053,1554,2016-10-04
Bull Ring,3053,1665,2016-10-12
Bull Ring,3053,1795,2016-10-13
Bull Ring,3053,1808,2016-10-14
Bull Ring,3053,2667,2016-10-15
Bull Ring,3053,2095,2016-10-16
Bull Ring,3053,1667,2016-10-17
Bull Ring,3053,1870,2016-10-18
Bull Ring,3053,1701,2016-10-19
Bull Ring,3053,2648,2016-10-22
Bull Ring,3053,2468,2016-10-23
Bull Ring,3053,2074,2016-10-24
Bull Ring,3053,2148,2016-10-25
Bull Ring,3053,2106,2016-10-26
Bull Ring,3053,2218,2016-10-27
Bull Ring,3053,2404,2016-10-28
Bull Ring,3053,2645,2016-10-29
Bull Ring,3053,2228,2016-10-30
Bull Ring,3053,1687,2016-10-31
Bull Ring,3053,1789,2016-11-01
Bull Ring,3053,1758,2016-11-02
Bull Ring,3053,1882,2016-11-03
Bull Ring,3053,1910,2016-11-04
Bull Ring,3053,2678,2016-11-05
Bull Ring,3053,2550,2016-11-06
Bull Ring,3053,1804,2016-11-07
Bull Ring,3053,1842,2016-11-08
Bull Ring,3053,1805,2016-11-09
Bull Ring,3053,1714,2016-11-10
Bull Ring,3053,1842,2016-11-11
Bull Ring,3053,2782,2016-11-12
Bull Ring,3053,2534,2016-11-13
Bull Ring,3053,1635,2016-11-14
Bull Ring,3053,1558,2016-11-15
Bull Ring,3053,1666,2016-11-16
Bull Ring,3053,1872,2016-11-17
Bull Ring,3053,2221,2016-11-18
Bull Ring,3053,2759,2016-11-19
Bull Ring,3053,2599,2016-11-20
Bull Ring,3053,1924,2016-11-21
Bull Ring,3053,1645,2016-11-22
Bull Ring,3053,1873,2016-11-23
Bull Ring,3053,2169,2016-11-24
Bull Ring,3053,2684,2016-11-25
Bull Ring,3053,2811,2016-11-26
Bull Ring,3053,2664,2016-11-27
Bull Ring,3053,2301,2016-11-28
Bull Ring,3053,2121,2016-11-29
Bull Ring,3053,2154,2016-11-30
Bull Ring,3053,2205,2016-12-01
Bull Ring,3053,2441,2016-12-02
Bull Ring,3053,2441,2016-12-05
Bull Ring,3053,2200,2016-12-06
Bull Ring,3053,2226,2016-12-07
Bull Ring,3053,2315,2016-12-08
Bull Ring,3053,2473,2016-12-09
Bull Ring,3053,2761,2016-12-10
Bull Ring,3053,2647,2016-12-11
Bull Ring,3053,2489,2016-12-12
Bull Ring,3053,2209,2016-12-13
Bull Ring,3053,2166,2016-12-14
Bull Ring,3053,2235,2016-12-15
Bull Ring,3053,2395,2016-12-16
Bull Ring,3053,2817,2016-12-17
Bull Ring,3053,2657,2016-12-18
Bull Ring,3053,2832,2016-12-19
