BHMBRCBRG02,1194,598,2016-10-04
BHMBRCBRG02,1194,579,2016-10-12
BHMBRCBRG02,1194,605,2016-10-13
BHMBRCBRG02,1194,599,2016-10-14
BHMBRCBRG02,1194,1192,2016-10-15
BHMBRCBRG02,1194,827,2016-10-16
BHMBRCBRG02,1194,571,2016-10-17
BHMBRCBRG02,1194,651,2016-10-18
BHMBRCBRG02,1194,589,2016-10-19
BHMBRCBRG02,1194,1196,2016-10-22
BHMBRCBRG02,1194,1105,2016-10-23
BHMBRCBRG02,1194,793,2016-10-24
BHMBRCBRG02,1194,798,2016-10-25
BHMBRCBRG02,1194,819,2016-10-26
BHMBRCBRG02,1194,855,2016-10-27
BHMBRCBRG02,1194,983,2016-10-28
BHMBRCBRG02,1194,1195,2016-10-29
BHMBRCBRG02,1194,941,2016-10-30
BHMBRCBRG02,1194,575,2016-10-31
BHMBRCBRG02,1194,599,2016-11-01
BHMBRCBRG02,1194,574,2016-11-02
BHMBRCBRG02,1194,633,2016-11-03
BHMBRCBRG02,1194,641,2016-11-04
BHMBRCBRG02,1194,1188,2016-11-05
BHMBRCBRG02,1194,1129,2016-11-06
BHMBRCBRG02,1194,615,2016-11-07
BHMBRCBRG02,1194,627,2016-11-08
BHMBRCBRG02,1194,642,2016-11-09
BHMBRCBRG02,1194,679,2016-11-10
BHMBRCBRG02,1194,678,2016-11-11
BHMBRCBRG02,1194,1195,2016-11-12
BHMBRCBRG02,1194,1172,2016-11-13
BHMBRCBRG02,1194,621,2016-11-14
BHMBRCBRG02,1194,635,2016-11-15
BHMBRCBRG02,1194,668,2016-11-16
BHMBRCBRG02,1194,727,2016-11-17
BHMBRCBRG02,1194,901,2016-11-18
BHMBRCBRG02,1194,1195,2016-11-19
BHMBRCBRG02,1194,1195,2016-11-20
BHMBRCBRG02,1194,796,2016-11-21
BHMBRCBRG02,1194,749,2016-11-22
BHMBRCBRG02,1194,842,2016-11-23
BHMBRCBRG02,1194,883,2016-11-24
BHMBRCBRG02,1194,1196,2016-11-25
BHMBRCBRG02,1194,1197,2016-11-26
BHMBRCBRG02,1194,1197,2016-11-27
BHMBRCBRG02,1194,974,2016-11-28
BHMBRCBRG02,1194,813,2016-11-29
BHMBRCBRG02,1194,851,2016-11-30
BHMBRCBRG02,1194,876,2016-12-01
BHMBRCBRG02,1194,1080,2016-12-02
BHMBRCBRG02,1194,1107,2016-12-05
BHMBRCBRG02,1194,875,2016-12-06
BHMBRCBRG02,1194,923,2016-12-07
BHMBRCBRG02,1194,925,2016-12-08
BHMBRCBRG02,1194,1074,2016-12-09
BHMBRCBRG02,1194,1196,2016-12-10
BHMBRCBRG02,1194,1196,2016-12-11
BHMBRCBRG02,1194,1073,2016-12-12
BHMBRCBRG02,1194,855,2016-12-13
BHMBRCBRG02,1194,860,2016-12-14
BHMBRCBRG02,1194,867,2016-12-15
BHMBRCBRG02,1194,995,2016-12-16
BHMBRCBRG02,1194,1196,2016-12-17
BHMBRCBRG02,1194,1198,2016-12-18
BHMBRCBRG02,1194,1194,2016-12-19
