Broad Street,690,683,2016-10-04
Broad Street,690,669,2016-10-05
Broad Street,690,680,2016-10-06
Broad Street,690,545,2016-10-07
Broad Street,690,213,2016-10-08
Broad Street,690,160,2016-10-09
Broad Street,690,625,2016-10-10
Broad Street,690,674,2016-10-11
Broad Street,690,676,2016-10-12
Broad Street,690,614,2016-10-13
Broad Street,690,568,2016-10-14
Broad Street,690,224,2016-10-15
Broad Street,690,267,2016-10-16
Broad Street,690,660,2016-10-17
Broad Street,690,685,2016-10-18
Broad Street,690,671,2016-10-19
Broad Street,690,204,2016-10-22
Broad Street,690,171,2016-10-23
Broad Street,690,627,2016-10-24
Broad Street,690,689,2016-10-25
Broad Street,690,677,2016-10-26
Broad Street,690,680,2016-10-27
Broad Street,690,585,2016-10-28
Broad Street,690,240,2016-10-29
Broad Street,690,207,2016-10-30
Broad Street,690,633,2016-10-31
Broad Street,690,657,2016-11-01
Broad Street,690,677,2016-11-02
Broad Street,690,665,2016-11-03
Broad Street,690,656,2016-11-04
Broad Street,690,315,2016-11-05
Broad Street,690,316,2016-11-06
Broad Street,690,658,2016-11-07
Broad Street,690,682,2016-11-08
Broad Street,690,653,2016-11-09
Broad Street,690,684,2016-11-10
Broad Street,690,566,2016-11-11
Broad Street,690,260,2016-11-12
Broad Street,690,176,2016-11-13
Broad Street,690,636,2016-11-14
Broad Street,690,676,2016-11-15
Broad Street,690,683,2016-11-16
Broad Street,690,665,2016-11-17
Broad Street,690,604,2016-11-18
Broad Street,690,327,2016-11-19
Broad Street,690,339,2016-11-20
Broad Street,690,617,2016-11-21
Broad Street,690,682,2016-11-22
Broad Street,690,681,2016-11-23
Broad Street,690,668,2016-11-24
Broad Street,690,572,2016-11-25
Broad Street,690,296,2016-11-26
Broad Street,690,266,2016-11-27
Broad Street,690,633,2016-11-28
Broad Street,690,681,2016-11-29
Broad Street,690,643,2016-11-30
Broad Street,690,690,2016-12-01
Broad Street,690,634,2016-12-02
Broad Street,690,634,2016-12-05
Broad Street,690,673,2016-12-06
Broad Street,690,679,2016-12-07
Broad Street,690,632,2016-12-08
Broad Street,690,542,2016-12-09
Broad Street,690,221,2016-12-10
Broad Street,690,202,2016-12-11
Broad Street,690,603,2016-12-12
Broad Street,690,664,2016-12-13
Broad Street,690,644,2016-12-14
Broad Street,690,624,2016-12-15
Broad Street,690,526,2016-12-16
Broad Street,690,339,2016-12-17
Broad Street,690,344,2016-12-18
Broad Street,690,634,2016-12-19
