BHMBRCBRG01,1010,669,2016-10-04
BHMBRCBRG01,1010,846,2016-10-12
BHMBRCBRG01,1010,930,2016-10-13
BHMBRCBRG01,1010,947,2016-10-14
BHMBRCBRG01,1010,1012,2016-10-15
BHMBRCBRG01,1010,1012,2016-10-16
BHMBRCBRG01,1010,850,2016-10-17
BHMBRCBRG01,1010,915,2016-10-18
BHMBRCBRG01,1010,874,2016-10-19
BHMBRCBRG01,1010,1012,2016-10-22
BHMBRCBRG01,1010,1012,2016-10-23
BHMBRCBRG01,1010,1012,2016-10-24
BHMBRCBRG01,1010,1011,2016-10-25
BHMBRCBRG01,1010,1012,2016-10-26
BHMBRCBRG01,1010,1012,2016-10-27
BHMBRCBRG01,1010,1011,2016-10-28
BHMBRCBRG01,1010,1011,2016-10-29
BHMBRCBRG01,1010,1013,2016-10-30
BHMBRCBRG01,1010,877,2016-10-31
BHMBRCBRG01,1010,891,2016-11-01
BHMBRCBRG01,1010,906,2016-11-02
BHMBRCBRG01,1010,982,2016-11-03
BHMBRCBRG01,1010,982,2016-11-04
BHMBRCBRG01,1010,1013,2016-11-05
BHMBRCBRG01,1010,1013,2016-11-06
BHMBRCBRG01,1010,953,2016-11-07
BHMBRCBRG01,1010,905,2016-11-08
BHMBRCBRG01,1010,925,2016-11-09
BHMBRCBRG01,1010,760,2016-11-10
BHMBRCBRG01,1010,857,2016-11-11
BHMBRCBRG01,1010,1013,2016-11-12
BHMBRCBRG01,1010,1013,2016-11-13
BHMBRCBRG01,1010,770,2016-11-14
BHMBRCBRG01,1010,651,2016-11-15
BHMBRCBRG01,1010,756,2016-11-16
BHMBRCBRG01,1010,867,2016-11-17
BHMBRCBRG01,1010,966,2016-11-18
BHMBRCBRG01,1010,1012,2016-11-19
BHMBRCBRG01,1010,1010,2016-11-20
BHMBRCBRG01,1010,869,2016-11-21
BHMBRCBRG01,1010,576,2016-11-22
BHMBRCBRG01,1010,751,2016-11-23
BHMBRCBRG01,1010,953,2016-11-24
BHMBRCBRG01,1010,1013,2016-11-25
BHMBRCBRG01,1010,1013,2016-11-26
BHMBRCBRG01,1010,1012,2016-11-27
BHMBRCBRG01,1010,1012,2016-11-28
BHMBRCBRG01,1010,977,2016-11-29
BHMBRCBRG01,1010,1008,2016-11-30
BHMBRCBRG01,1010,973,2016-12-01
BHMBRCBRG01,1010,1012,2016-12-02
BHMBRCBRG01,1010,1012,2016-12-05
BHMBRCBRG01,1010,957,2016-12-06
BHMBRCBRG01,1010,1009,2016-12-07
BHMBRCBRG01,1010,1012,2016-12-08
BHMBRCBRG01,1010,1012,2016-12-09
BHMBRCBRG01,1010,1012,2016-12-10
BHMBRCBRG01,1010,1013,2016-12-11
BHMBRCBRG01,1010,1011,2016-12-12
BHMBRCBRG01,1010,1012,2016-12-13
BHMBRCBRG01,1010,1005,2016-12-14
BHMBRCBRG01,1010,1010,2016-12-15
BHMBRCBRG01,1010,1011,2016-12-16
BHMBRCBRG01,1010,1012,2016-12-17
BHMBRCBRG01,1010,1013,2016-12-18
BHMBRCBRG01,1010,1012,2016-12-19
