BHMEURBRD01,470,464,2016-10-04
BHMEURBRD01,470,455,2016-10-05
BHMEURBRD01,470,465,2016-10-06
BHMEURBRD01,470,367,2016-10-07
BHMEURBRD01,470,180,2016-10-08
BHMEURBRD01,470,143,2016-10-09
BHMEURBRD01,470,414,2016-10-10
BHMEURBRD01,470,468,2016-10-11
BHMEURBRD01,470,469,2016-10-12
BHMEURBRD01,470,440,2016-10-13
BHMEURBRD01,470,380,2016-10-14
BHMEURBRD01,470,172,2016-10-15
BHMEURBRD01,470,202,2016-10-16
BHMEURBRD01,470,451,2016-10-17
BHMEURBRD01,470,467,2016-10-18
BHMEURBRD01,470,465,2016-10-19
BHMEURBRD01,470,156,2016-10-22
BHMEURBRD01,470,141,2016-10-23
BHMEURBRD01,470,429,2016-10-24
BHMEURBRD01,470,470,2016-10-25
BHMEURBRD01,470,465,2016-10-26
BHMEURBRD01,470,463,2016-10-27
BHMEURBRD01,470,416,2016-10-28
BHMEURBRD01,470,192,2016-10-29
BHMEURBRD01,470,184,2016-10-30
BHMEURBRD01,470,432,2016-10-31
BHMEURBRD01,470,450,2016-11-01
BHMEURBRD01,470,458,2016-11-02
BHMEURBRD01,470,460,2016-11-03
BHMEURBRD01,470,462,2016-11-04
BHMEURBRD01,470,246,2016-11-05
BHMEURBRD01,470,258,2016-11-06
BHMEURBRD01,470,456,2016-11-07
BHMEURBRD01,470,468,2016-11-08
BHMEURBRD01,470,467,2016-11-09
BHMEURBRD01,470,464,2016-11-10
BHMEURBRD01,470,387,2016-11-11
BHMEURBRD01,470,214,2016-11-12
BHMEURBRD01,470,171,2016-11-13
BHMEURBRD01,470,433,2016-11-14
BHMEURBRD01,470,461,2016-11-15
BHMEURBRD01,470,470,2016-11-16
BHMEURBRD01,470,462,2016-11-17
BHMEURBRD01,470,420,2016-11-18
BHMEURBRD01,470,275,2016-11-19
BHMEURBRD01,470,297,2016-11-20
BHMEURBRD01,470,405,2016-11-21
BHMEURBRD01,470,463,2016-11-22
BHMEURBRD01,470,469,2016-11-23
BHMEURBRD01,470,458,2016-11-24
BHMEURBRD01,470,385,2016-11-25
BHMEURBRD01,470,232,2016-11-26
BHMEURBRD01,470,227,2016-11-27
BHMEURBRD01,470,424,2016-11-28
BHMEURBRD01,470,463,2016-11-29
BHMEURBRD01,470,434,2016-11-30
BHMEURBRD01,470,470,2016-12-01
BHMEURBRD01,470,430,2016-12-02
BHMEURBRD01,470,436,2016-12-05
BHMEURBRD01,470,461,2016-12-06
BHMEURBRD01,470,469,2016-12-07
BHMEURBRD01,470,432,2016-12-08
BHMEURBRD01,470,381,2016-12-09
BHMEURBRD01,470,182,2016-12-10
BHMEURBRD01,470,168,2016-12-11
BHMEURBRD01,470,391,2016-12-12
BHMEURBRD01,470,447,2016-12-13
BHMEURBRD01,470,469,2016-12-14
BHMEURBRD01,470,434,2016-12-15
BHMEURBRD01,470,375,2016-12-16
BHMEURBRD01,470,276,2016-12-17
BHMEURBRD01,470,299,2016-12-18
BHMEURBRD01,470,443,2016-12-19
