BHMNCPPLS01,450,197,2016-10-22
BHMNCPPLS01,450,192,2016-10-23
BHMNCPPLS01,450,76,2016-10-24
BHMNCPPLS01,450,96,2016-10-25
BHMNCPPLS01,450,115,2016-10-26
BHMNCPPLS01,450,123,2016-10-27
BHMNCPPLS01,450,127,2016-10-28
BHMNCPPLS01,450,176,2016-10-29
BHMNCPPLS01,450,148,2016-10-30
BHMNCPPLS01,450,66,2016-10-31
BHMNCPPLS01,450,82,2016-11-01
BHMNCPPLS01,450,87,2016-11-02
BHMNCPPLS01,450,111,2016-11-03
BHMNCPPLS01,450,103,2016-11-04
BHMNCPPLS01,450,183,2016-11-05
BHMNCPPLS01,450,191,2016-11-06
BHMNCPPLS01,450,92,2016-11-07
BHMNCPPLS01,450,112,2016-11-08
BHMNCPPLS01,450,103,2016-11-09
BHMNCPPLS01,450,102,2016-11-10
BHMNCPPLS01,450,127,2016-11-11
BHMNCPPLS01,450,214,2016-11-12
BHMNCPPLS01,450,156,2016-11-13
BHMNCPPLS01,450,77,2016-11-14
BHMNCPPLS01,450,99,2016-11-15
BHMNCPPLS01,450,100,2016-11-16
BHMNCPPLS01,450,121,2016-11-17
BHMNCPPLS01,450,106,2016-11-18
BHMNCPPLS01,450,224,2016-11-19
BHMNCPPLS01,450,246,2016-11-20
BHMNCPPLS01,450,116,2016-11-21
BHMNCPPLS01,450,94,2016-11-22
BHMNCPPLS01,450,113,2016-11-23
BHMNCPPLS01,450,123,2016-11-24
BHMNCPPLS01,450,146,2016-11-25
BHMNCPPLS01,450,377,2016-11-26
BHMNCPPLS01,450,250,2016-11-27
BHMNCPPLS01,450,109,2016-11-29
BHMNCPPLS01,450,113,2016-11-30
BHMNCPPLS01,450,159,2016-12-01
BHMNCPPLS01,450,149,2016-12-02
BHMNCPPLS01,450,144,2016-12-03
BHMNCPPLS01,450,145,2016-12-04
BHMNCPPLS01,450,184,2016-12-05
BHMNCPPLS01,450,127,2016-12-06
BHMNCPPLS01,450,153,2016-12-07
BHMNCPPLS01,450,157,2016-12-08
BHMNCPPLS01,450,170,2016-12-09
BHMNCPPLS01,450,204,2016-12-10
BHMNCPPLS01,450,307,2016-12-11
BHMNCPPLS01,450,179,2016-12-12
BHMNCPPLS01,450,153,2016-12-13
BHMNCPPLS01,450,144,2016-12-14
BHMNCPPLS01,450,176,2016-12-15
BHMNCPPLS01,450,157,2016-12-16
BHMNCPPLS01,450,215,2016-12-17
BHMNCPPLS01,450,244,2016-12-18
BHMNCPPLS01,450,280,2016-12-19
